"","gene","name","Superclass_x","Class_x","Subclass_x"
"1073","RVBD2500c","fadE19","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1074","RVBD2500c","fadE19","Miscellaneous","Miscellaneous",""
"1075","RVBD2501c","accA1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1076","RVBD2501c","accA1","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1077","RVBD2502c","accD1","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1078","RVBD2505c","fadD35","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1079","RVBD2511","orn","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1080","RVBD2523c","acpS","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1081","RVBD2524c","fas","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1082","RVBD2527","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1083","RVBD2528c","mrr","DNA Processing","DNA Processing",""
"1084","RVBD2530c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1085","RVBD2531c","","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"1086","RVBD2533c","nusB","","","Transcription"
"1087","RVBD2534c","efp","Protein Processing","Protein Synthesis","Translation"
"1088","RVBD2535c","pepQ","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_degradation"
"1089","RVBD2537c","aroD","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1090","RVBD2538c","aroB","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1091","RVBD2539c","aroK","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1092","RVBD2540c","aroF","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1093","RVBD2546","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1094","RVBD2548","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1095","RVBD2549c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1096","RVBD2552c","aroE","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1097","RVBD2554c","RVBD2554c","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1098","RVBD2555c","alaS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1099","RVBD2559c","","DNA Processing","DNA Processing","DNA_recombination"
"1100","RVBD2572c","aspS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1101","RVBD2573","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1102","RVBD2580c","hisS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1103","RVBD2583c","relA","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1104","RVBD2585c","","Membrane Transport","Membrane Transport","ABC_transporters"
"1105","RVBD2586c","secF","","","Cell_wall_of_Mycobacteria"
"1106","RVBD2587c","secD","","","Cell_wall_of_Mycobacteria"
"1107","RVBD2590","fadD9","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1108","RVBD2592c","ruvB","DNA Processing","DNA Processing","DNA_recombination"
"1109","RVBD2593c","ruvA","DNA Processing","DNA Processing","DNA_recombination"
"1110","RVBD2594c","ruvC","DNA Processing","DNA Processing","DNA_recombination"
"1111","RVBD2596","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1112","RVBD2601","speE","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"1113","RVBD2602","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1114","RVBD2603c","","DNA Processing","DNA Processing","DNA_recombination"
"1115","RVBD2604c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1116","RVBD2605c","tesB2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1117","RVBD2606c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1118","RVBD2607","pdxH","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1119","RVBD2609c","RVBD2609c","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1120","RVBD2610c","pimA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1121","RVBD2611c","RVBD2611c","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1122","RVBD2612c","pgsA1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1123","RVBD2613c","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1124","RVBD2614c","thrS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1125","RVBD2614c","thrS","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1126","RVBD2623","TB31.7","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1127","RVBD2624c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1128","RVBD2630","","Miscellaneous","Miscellaneous",""
"1129","RVBD2633c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1130","RVBD2641","cadI","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1131","RVBD2641","cadI","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1132","RVBD2667","clpC2","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1133","RVBD2670c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1134","RVBD2671","ribD","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1135","RVBD2672","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1136","RVBD2673","aftC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1137","RVBD2673","aftC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1138","RVBD2674","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_processing_and_modification"
"1139","RVBD2674","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1140","RVBD2676c","RVBD2676c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1141","RVBD2677c","hemY","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1142","RVBD2678c","hemE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1143","RVBD2681","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1144","RVBD2682c","dxs1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1145","RVBD2682c","dxs1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1146","RVBD2697c","dut","Metabolism","Metabolite damage and its repair or mitigation",""
"1147","RVBD2702","ppgK","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1148","RVBD2703","sigA","Cellular Processes","Cell Cycle, Cell Division and Death","Transcription"
"1149","RVBD2711","ideR","","","Siderophores"
"1150","RVBD2718c","nrdR","Metabolism","Nucleosides and Nucleotides",""
"1151","RVBD2720","lexA","DNA Processing","DNA Processing","DNA_repair"
"1152","RVBD2724c","fadE20","Miscellaneous","Miscellaneous",""
"1153","RVBD2725c","hflX","Protein Processing","Protein Synthesis",""
"1154","RVBD2726c","dapF","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1155","RVBD2726c","dapF","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1156","RVBD2733c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1157","RVBD2736c","recX","DNA Processing","DNA Processing","DNA_repair"
"1158","RVBD2737c","recA","DNA Processing","DNA Processing","DNA_repair"
"1159","RVBD2746c","pgsA3","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1160","RVBD2746c","pgsA3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1161","RVBD2746c","pgsA3","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1162","RVBD2747","argA","","","Arginine;_urea_cycle,_creatine,_polyamines"
"1163","RVBD2748c","ftsK","DNA Processing","DNA Processing","DNA_recombination"
"1164","RVBD2753c","dapA","","Clustering-based subsystems","Lysine_Biosynthesis"
"1165","RVBD2753c","dapA","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1166","RVBD2754c","thyX","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1167","RVBD2754c","thyX","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1168","RVBD2756c","hsdM","DNA Processing","DNA Processing",""
"1169","RVBD2757c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1170","RVBD2759c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1171","RVBD2761c","hsdS","DNA Processing","DNA Processing",""
"1172","RVBD2763c","dfrA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1173","RVBD2763c","dfrA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1174","RVBD2764c","thyA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1175","RVBD2764c","thyA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1176","RVBD2773c","dapB","","Clustering-based subsystems","Cell_Division"
"1177","RVBD2773c","dapB","","Clustering-based subsystems","Lysine_Biosynthesis"
"1178","RVBD2773c","dapB","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"1179","RVBD2780","ald","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1180","RVBD2782c","pepR","","Clustering-based subsystems","Lysine_Biosynthesis"
"1181","RVBD2783c","gpsI","","Clustering-based subsystems","Lysine_Biosynthesis"
"1182","RVBD2783c","gpsI","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1183","RVBD2785c","rpsO","","Clustering-based subsystems","Lysine_Biosynthesis"
"1184","RVBD2785c","rpsO","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1185","RVBD2786c","ribF","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"1186","RVBD2789c","fadE21","Miscellaneous","Miscellaneous",""
"1187","RVBD2790c","ltp1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1188","RVBD2793c","truB","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1189","RVBD2793c","truB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Riboflavin,_FMN,_FAD"
"1190","RVBD2794c","pptT","","","Fatty_acids"
"1191","RVBD2794c","pptT","","","Lipoic_acid"
"1192","RVBD2801c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1193","RVBD2829c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1194","RVBD2837c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1195","RVBD2838c","rbfA","Protein Processing","Protein Synthesis","Translation"
"1196","RVBD2839c","infB","Protein Processing","Protein Synthesis","Translation"
"1197","RVBD2841c","nusA","","","Transcription"
"1198","RVBD2845c","proS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1199","RVBD2847c","cysG","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1200","RVBD2848c","cobB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1201","RVBD2849c","cobO","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"1202","RVBD2852c","mqo","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1203","RVBD2855","mtr","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1204","RVBD2861c","mapB","Protein Processing","Protein Synthesis","Translation"
"1205","RVBD2863","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1206","RVBD2864c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1207","RVBD2865","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1208","RVBD2866","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1209","RVBD2868c","gcpE","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1210","RVBD2870c","dxr","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1211","RVBD2870c","dxr","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1212","RVBD2872","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1213","RVBD2881c","cdsA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1214","RVBD2882c","frr","Protein Processing","Protein Synthesis","Translation"
"1215","RVBD2883c","pyrH","","","Pyrimidines"
"1216","RVBD2889c","tsf","Protein Processing","Protein Synthesis","Translation"
"1217","RVBD2890c","rpsB","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1218","RVBD2896c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1219","RVBD2901c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1220","RVBD2902c","rnhB","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1221","RVBD2903c","lepB","","Clustering-based subsystems","Cell_Division"
"1222","RVBD2903c","lepB","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_processing_and_modification"
"1223","RVBD2904c","rplS","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1224","RVBD2909c","rpsP","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1225","RVBD2916c","ffh","Protein Processing","Protein Synthesis","Cell_wall_of_Mycobacteria"
"1226","RVBD2921c","ftsY","","Clustering-based subsystems","Cell_Division"
"1227","RVBD2922A","acyP","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1228","RVBD2924c","fpg","DNA Processing","DNA Processing","DNA_repair"
"1229","RVBD2925c","rnc","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1230","RVBD2930","fadD26","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1231","RVBD2931","ppsA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1232","RVBD2932","ppsB","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1233","RVBD2933","ppsC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1234","RVBD2934","ppsD","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1235","RVBD2935","ppsE","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1236","RVBD2936","drrA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1237","RVBD2937","drrB","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1238","RVBD2938","drrC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1239","RVBD2939","papA5","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1240","RVBD2940c","mas","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1241","RVBD2940c","mas","Metabolism","Iron acquisition and metabolism","Siderophores"
"1242","RVBD2941","fadD28","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1243","RVBD2942","mmpL7","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"1244","RVBD2946c","pks1","Metabolism","Iron acquisition and metabolism","Siderophores"
"1245","RVBD2947c","pks15","Metabolism","Iron acquisition and metabolism","Siderophores"
"1246","RVBD2948c","fadD22","Metabolism","Iron acquisition and metabolism","Siderophores"
"1247","RVBD2964","purU","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1248","RVBD2965c","coaD","","Clustering-based subsystems","Cell_Division"
"1249","RVBD2966c","","","Clustering-based subsystems","Cell_Division"
"1250","RVBD2967c","pca","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1251","RVBD2976c","ung","DNA Processing","DNA Processing","DNA_repair"
"1252","RVBD2977c","thiL","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Thiamin"
"1253","RVBD2981c","ddlA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1254","RVBD2982c","gpsA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1255","RVBD2983","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_F420"
"1256","RVBD2984","ppk1","Metabolism","Phosphate Metabolism","Central_Metabolism"
"1257","RVBD2987c","leuD","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1258","RVBD2988c","leuC","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1259","RVBD2992c","gltS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1260","RVBD2994","","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"1261","RVBD2995c","leuB","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1262","RVBD2996c","serA1","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1263","RVBD2996c","serA1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1264","RVBD3001c","ilvC","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1265","RVBD3001c","ilvC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1266","RVBD3002c","ilvH","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1267","RVBD3002c","ilvH","Energy","Energy and Precursor Metabolites Generation","Fermentation"
"1268","RVBD3003c","ilvB1","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1269","RVBD3003c","ilvB1","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1270","RVBD3003c","ilvB1","Energy","Energy and Precursor Metabolites Generation","Fermentation"
"1271","RVBD3009c","gatB","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1272","RVBD3010c","pfkA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1273","RVBD3011c","gatA","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1274","RVBD3012c","gatC","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1275","RVBD3014c","ligA","DNA Processing","DNA Processing","DNA_repair"
"1276","RVBD3020c","esxS","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1277","RVBD3025c","iscS","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"1278","RVBD3026c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1279","RVBD3026c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1280","RVBD3029c","fixA","","","Biogenesis_of_respiratory_chain_components"
"1281","RVBD3031","RVBD3031","Metabolism","Carbohydrates","Polysaccharides"
"1282","RVBD3042c","serB2","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1283","RVBD3043c","ctaD","Energy","Respiration","Respiratory_chain"
"1284","RVBD3048c","nrdF2","Metabolism","Nucleosides and Nucleotides","DNA_replication"
"1285","RVBD3051c","nrdE","Metabolism","Nucleosides and Nucleotides","DNA_replication"
"1286","RVBD3052c","nrdI","Metabolism","Nucleosides and Nucleotides",""
"1287","RVBD3053c","nrdH","Metabolism","Nucleosides and Nucleotides",""
"1288","RVBD3056","dinP","DNA Processing","DNA Processing","DNA_repair"
"1289","RVBD3061c","fadE22","Miscellaneous","Miscellaneous",""
"1290","RVBD3062","ligB","DNA Processing","DNA Processing","DNA_repair"
"1291","RVBD3087","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1292","RVBD3088","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1293","RVBD3089","fadD13","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1294","RVBD3100c","smpB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1295","RVBD3100c","smpB","Protein Processing","Protein Synthesis","Translation"
"1296","RVBD3101c","ftsX","","Clustering-based subsystems","Cell_Division"
"1297","RVBD3101c","ftsX","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1298","RVBD3102c","ftsE","","Clustering-based subsystems","Cell_Division"
"1299","RVBD3102c","ftsE","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1300","RVBD3105c","prfB","Protein Processing","Protein Synthesis","Translation"
"1301","RVBD3111","moaC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1302","RVBD3112","moaD1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1303","RVBD3116","moeB2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1304","RVBD3117","cysA3","Metabolism","Sulfur Metabolism",""
"1305","RVBD3118","sseC1","Metabolism","Sulfur Metabolism",""
"1306","RVBD3119","moaE1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1307","RVBD3130c","tgs1","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1308","RVBD3134c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1309","RVBD3137","RVBD3137","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"1310","RVBD3139","fadE24","Miscellaneous","Miscellaneous",""
"1311","RVBD3140","fadE23","Miscellaneous","Miscellaneous",""
"1312","RVBD3145","nuoA","Energy","Respiration","Electron_donating_reactions"
"1313","RVBD3146","nuoB","Energy","Respiration","Electron_donating_reactions"
"1314","RVBD3147","nuoC","Energy","Respiration","Electron_donating_reactions"
"1315","RVBD3148","nuoD","Energy","Respiration","Electron_donating_reactions"
"1316","RVBD3149","nuoE","Energy","Respiration","Electron_donating_reactions"
"1317","RVBD3150","nuoF","Energy","Respiration","Electron_donating_reactions"
"1318","RVBD3151","nuoG","Energy","Respiration","Electron_donating_reactions"
"1319","RVBD3152","nuoH","Energy","Respiration","Electron_donating_reactions"
"1320","RVBD3153","nuoI","Energy","Respiration","Electron_donating_reactions"
"1321","RVBD3154","nuoJ","Energy","Respiration","Electron_donating_reactions"
"1322","RVBD3155","nuoK","Energy","Respiration","Electron_donating_reactions"
"1323","RVBD3156","nuoL","Energy","Respiration","Electron_donating_reactions"
"1324","RVBD3157","nuoM","Energy","Respiration","Electron_donating_reactions"
"1325","RVBD3158","nuoN","Energy","Respiration","Electron_donating_reactions"
"1326","RVBD3182","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1327","RVBD3183","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1328","RVBD3197A","whiB7","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"1329","RVBD3198c","uvrD2","DNA Processing","DNA Processing","DNA_repair"
"1330","RVBD3199c","nudC","Metabolism","Metabolite damage and its repair or mitigation",""
"1331","RVBD3201c","","DNA Processing","DNA Processing","DNA_repair"
"1332","RVBD3202c","","DNA Processing","DNA Processing","DNA_repair"
"1333","RVBD3204","","DNA Processing","DNA Processing","DNA_repair"
"1334","RVBD3206c","moeB1","Metabolism","Amino Acids and Derivatives","Cysteine"
"1335","RVBD3215","entC","","","Central_Metabolism"
"1336","RVBD3219","whiB1","","","Regulation_Transcription"
"1337","RVBD3221A","rshA","","","Stress_Response:_Heat/cold_shock"
"1338","RVBD3227","aroA","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"1339","RVBD3228","","Protein Processing","Protein Synthesis",""
"1340","RVBD3229c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1341","RVBD3230c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1342","RVBD3231c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1343","RVBD3233c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1344","RVBD3234c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1345","RVBD3239c","","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"1346","RVBD3240c","secA1","","","Cell_wall_of_Mycobacteria"
"1347","RVBD3241c","","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1348","RVBD3242c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1349","RVBD3244c","lpqB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1350","RVBD3245c","mtrB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1351","RVBD3246c","mtrA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1352","RVBD3247c","tmk","","","Folate_and_pterines"
"1353","RVBD3248c","sahH","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1354","RVBD3255c","manA","Metabolism","Carbohydrates","Monosaccharides"
"1355","RVBD3257c","pmmA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1356","RVBD3260c","whiB2","","","Regulation_Transcription"
"1357","RVBD3261","fbiA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_F420"
"1358","RVBD3262","fbiB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_F420"
"1359","RVBD3264c","manB","","","Cell_wall_of_Mycobacteria"
"1360","RVBD3265c","wbbL1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"1361","RVBD3266c","rmlD","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
