"","start","end","strand","geneID","start_norm","end_norm"
"21151",6930341,6930341,"-","RVBD2042c-RVBD2043c intergenic region_as",2288689,2288689
"2116",6930901,6930942,"+","RVBD2043c-RVBD2044c intergenic region",2289249,2289290
"21161",6930901,6930942,"-","RVBD2043c-RVBD2044c intergenic region_as",2289249,2289290
"8466",6930942,6931259,"-","RVBD2044c",2289290,2289607
"84661",6930942,6931259,"+","RVBD2044c_as",2289290,2289607
"2117",6931259,6931345,"+","RVBD2044c-RVBD2045c intergenic region",2289607,2289693
"21171",6931259,6931345,"-","RVBD2044c-RVBD2045c intergenic region_as",2289607,2289693
"8470",6931345,6932880,"-","RVBD2045c",2289693,2291228
"84701",6931345,6932880,"+","RVBD2045c_as",2289693,2291228
"21181",6932880,6932929,"+","RVBD2045c-RVBD2046 intergenic region",2291228,2291277
"211811",6932880,6932929,"-","RVBD2045c-RVBD2046 intergenic region_as",2291228,2291277
"8474",6932929,6933585,"+","RVBD2046",2291277,2291933
"84741",6932929,6933585,"-","RVBD2046_as",2291277,2291933
"2119",6933585,6933622,"+","RVBD2046-RVBD2047c intergenic region",2291933,2291970
"21191",6933585,6933622,"-","RVBD2046-RVBD2047c intergenic region_as",2291933,2291970
"8478",6933622,6936186,"-","RVBD2047c",2291970,2294534
"84781",6933622,6936186,"+","RVBD2047c_as",2291970,2294534
"2120",6936186,6936191,"+","RVBD2047c-RVBD2048c intergenic region",2294534,2294539
"21201",6936186,6936191,"-","RVBD2047c-RVBD2048c intergenic region_as",2294534,2294539
"8482",6936191,6948646,"-","RVBD2048c",2294539,2306994
"84821",6936191,6948646,"+","RVBD2048c_as",2294539,2306994
"2121",6948646,6948953,"+","RVBD2048c-RVBD2049c intergenic region",2306994,2307301
"21211",6948646,6948953,"-","RVBD2048c-RVBD2049c intergenic region_as",2306994,2307301
"8486",6948953,6949177,"-","RVBD2049c",2307301,2307525
"84861",6948953,6949177,"+","RVBD2049c_as",2307301,2307525
"21221",6949177,6949481,"+","RVBD2049c-RVBD2050 intergenic region",2307525,2307829
"212211",6949177,6949481,"-","RVBD2049c-RVBD2050 intergenic region_as",2307525,2307829
"8490",6949481,6949816,"+","RVBD2050",2307829,2308164
"84901",6949481,6949816,"-","RVBD2050_as",2307829,2308164
"8494",6949791,6952415,"-","RVBD2051c",2308139,2310763
"84941",6949791,6952415,"+","RVBD2051c_as",2308139,2310763
"2124",6952415,6952573,"+","RVBD2051c-RVBD2052c intergenic region",2310763,2310921
"21241",6952415,6952573,"-","RVBD2051c-RVBD2052c intergenic region_as",2310763,2310921
"8498",6952573,6954177,"-","RVBD2052c",2310921,2312525
"84981",6952573,6954177,"+","RVBD2052c_as",2310921,2312525
"2125",6954177,6954182,"+","RVBD2052c-RVBD2053c intergenic region",2312525,2312530
"21251",6954177,6954182,"-","RVBD2052c-RVBD2053c intergenic region_as",2312525,2312530
"8502",6954182,6954709,"-","RVBD2053c",2312530,2313057
"85021",6954182,6954709,"+","RVBD2053c_as",2312530,2313057
"21261",6954709,6954785,"+","RVBD2053c-RVBD2054 intergenic region",2313057,2313133
"212611",6954709,6954785,"-","RVBD2053c-RVBD2054 intergenic region_as",2313057,2313133
"8506",6954785,6955498,"+","RVBD2054",2313133,2313846
"85061",6954785,6955498,"-","RVBD2054_as",2313133,2313846
"2127",6955498,6955747,"+","RVBD2054-RVBD2055c intergenic region",2313846,2314095
"21271",6955498,6955747,"-","RVBD2054-RVBD2055c intergenic region_as",2313846,2314095
"8510",6955747,6956013,"-","RVBD2055c",2314095,2314361
"85101",6955747,6956013,"+","RVBD2055c_as",2314095,2314361
"2128",6956013,6956014,"+","RVBD2055c-RVBD2056c intergenic region",2314361,2314362
"21281",6956013,6956014,"-","RVBD2055c-RVBD2056c intergenic region_as",2314361,2314362
"8514",6956014,6956319,"-","RVBD2056c",2314362,2314667
"85141",6956014,6956319,"+","RVBD2056c_as",2314362,2314667
"2129",6956319,6956321,"+","RVBD2056c-RVBD2057c intergenic region",2314667,2314669
"21291",6956319,6956321,"-","RVBD2056c-RVBD2057c intergenic region_as",2314667,2314669
"8518",6956321,6956485,"-","RVBD2057c",2314669,2314833
"85181",6956321,6956485,"+","RVBD2057c_as",2314669,2314833
"8522",6956485,6956721,"-","RVBD2058c",2314833,2315069
"21301",6956485,6956485,"+","RVBD2057c-RVBD2058c intergenic region",2314833,2314833
"85221",6956485,6956721,"+","RVBD2058c_as",2314833,2315069
"213011",6956485,6956485,"-","RVBD2057c-RVBD2058c intergenic region_as",2314833,2314833
"2131",6956721,6956834,"+","RVBD2058c-RVBD2059 intergenic region",2315069,2315182
"21311",6956721,6956834,"-","RVBD2058c-RVBD2059 intergenic region_as",2315069,2315182
"8526",6956834,6958369,"+","RVBD2059",2315182,2316717
"85261",6956834,6958369,"-","RVBD2059_as",2315182,2316717
"8530",6957939,6958340,"+","RVBD2060",2316287,2316688
"85301",6957939,6958340,"-","RVBD2060_as",2316287,2316688
"2133",6958340,6958341,"+","RVBD2060-RVBD2061c intergenic region",2316688,2316689
"21331",6958340,6958341,"-","RVBD2060-RVBD2061c intergenic region_as",2316688,2316689
"8534",6958341,6958745,"-","RVBD2061c",2316689,2317093
"85341",6958341,6958745,"+","RVBD2061c_as",2316689,2317093
"21341",6958745,6958829,"+","RVBD2061c-RVBD2062c intergenic region",2317093,2317177
"213411",6958745,6958829,"-","RVBD2061c-RVBD2062c intergenic region_as",2317093,2317177
"8538",6958829,6962413,"-","RVBD2062c",2317177,2320761
"85381",6958829,6962413,"+","RVBD2062c_as",2317177,2320761
"2135",6962413,6962491,"+","RVBD2062c-RVBD2063 intergenic region",2320761,2320839
"21351",6962413,6962491,"-","RVBD2062c-RVBD2063 intergenic region_as",2320761,2320839
"8542",6962491,6962724,"+","RVBD2063",2320839,2321072
"85421",6962491,6962724,"-","RVBD2063_as",2320839,2321072
"8546",6962717,6963127,"+","RVBD2063A",2321065,2321475
"85461",6962717,6963127,"-","RVBD2063A_as",2321065,2321475
"8550",6963111,6964202,"+","RVBD2064",2321459,2322550
"85501",6963111,6964202,"-","RVBD2064_as",2321459,2322550
"21381",6964202,6964212,"+","RVBD2064-RVBD2065 intergenic region",2322550,2322560
"213811",6964202,6964212,"-","RVBD2064-RVBD2065 intergenic region_as",2322550,2322560
"8554",6964212,6964838,"+","RVBD2065",2322560,2323186
"85541",6964212,6964838,"-","RVBD2065_as",2322560,2323186
"8558",6964835,6966361,"+","RVBD2066",2323183,2324709
"85581",6964835,6966361,"-","RVBD2066_as",2323183,2324709
"8562",6966307,6967530,"-","RVBD2067c",2324655,2325878
"85621",6966307,6967530,"+","RVBD2067c_as",2324655,2325878
"2141",6967530,6967546,"+","RVBD2067c-RVBD2068c intergenic region",2325878,2325894
"21411",6967530,6967546,"-","RVBD2067c-RVBD2068c intergenic region_as",2325878,2325894
"8566",6967546,6968469,"-","RVBD2068c",2325894,2326817
"85661",6967546,6968469,"+","RVBD2068c_as",2325894,2326817
"21421",6968469,6968604,"+","RVBD2068c-RVBD2069 intergenic region",2326817,2326952
"214211",6968469,6968604,"-","RVBD2068c-RVBD2069 intergenic region_as",2326817,2326952
"8570",6968604,6969161,"+","RVBD2069",2326952,2327509
"85701",6968604,6969161,"-","RVBD2069_as",2326952,2327509
"8574",6969151,6969885,"-","RVBD2070c",2327499,2328233
"85741",6969151,6969885,"+","RVBD2070c_as",2327499,2328233
"8578",6969882,6970637,"-","RVBD2071c",2328230,2328985
"85781",6969882,6970637,"+","RVBD2071c_as",2328230,2328985
"8582",6970634,6971806,"-","RVBD2072c",2328982,2330154
"85821",6970634,6971806,"+","RVBD2072c_as",2328982,2330154
"21461",6971806,6971874,"+","RVBD2072c-RVBD2073c intergenic region",2330154,2330222
"214611",6971806,6971874,"-","RVBD2072c-RVBD2073c intergenic region_as",2330154,2330222
"8586",6971874,6972623,"-","RVBD2073c",2330222,2330971
"85861",6971874,6972623,"+","RVBD2073c_as",2330222,2330971
"2147",6972623,6972653,"+","RVBD2073c-RVBD2074 intergenic region",2330971,2331001
"21471",6972623,6972653,"-","RVBD2073c-RVBD2074 intergenic region_as",2330971,2331001
"8590",6972653,6973066,"+","RVBD2074",2331001,2331414
"85901",6972653,6973066,"-","RVBD2074_as",2331001,2331414
"2148",6973066,6973076,"+","RVBD2074-RVBD2075c intergenic region",2331414,2331424
"21481",6973066,6973076,"-","RVBD2074-RVBD2075c intergenic region_as",2331414,2331424
"8594",6973076,6974539,"-","RVBD2075c",2331424,2332887
"85941",6973076,6974539,"+","RVBD2075c_as",2331424,2332887
"2149",6974539,6974697,"+","RVBD2075c-RVBD2076c intergenic region",2332887,2333045
"21491",6974539,6974697,"-","RVBD2075c-RVBD2076c intergenic region_as",2332887,2333045
"8598",6974697,6974948,"-","RVBD2076c",2333045,2333296
"85981",6974697,6974948,"+","RVBD2076c_as",2333045,2333296
"21501",6974948,6974983,"+","RVBD2076c-RVBD2077c intergenic region",2333296,2333331
"215011",6974948,6974983,"-","RVBD2076c-RVBD2077c intergenic region_as",2333296,2333331
"8602",6974983,6975954,"-","RVBD2077c",2333331,2334302
"86021",6974983,6975954,"+","RVBD2077c_as",2333331,2334302
"2151",6975954,6975955,"+","RVBD2077c-RVBD2077A intergenic region",2334302,2334303
"21511",6975954,6975955,"-","RVBD2077c-RVBD2077A intergenic region_as",2334302,2334303
"8606",6975955,6976254,"-","RVBD2077A",2334303,2334602
"86061",6975955,6976254,"+","RVBD2077A_as",2334303,2334602
"2152",6976254,6976512,"+","RVBD2077A-RVBD2077Bc intergenic region",2334602,2334860
"21521",6976254,6976512,"-","RVBD2077A-RVBD2077Bc intergenic region_as",2334602,2334860
"8610",6976512,6976682,"-","RVBD2077Bc",2334860,2335030
"86101",6976512,6976682,"+","RVBD2077Bc_as",2334860,2335030
"2153",6976682,6976719,"+","RVBD2077Bc-RVBD2078 intergenic region",2335030,2335067
"21531",6976682,6976719,"-","RVBD2077Bc-RVBD2078 intergenic region_as",2335030,2335067
"8614",6976719,6977033,"+","RVBD2078",2335067,2335381
"86141",6976719,6977033,"-","RVBD2078_as",2335067,2335381
"8618",6977015,6978985,"+","RVBD2079",2335363,2337333
"86181",6977015,6978985,"-","RVBD2079_as",2335363,2337333
"8622",6978966,6979529,"+","RVBD2080",2337314,2337877
"86221",6978966,6979529,"-","RVBD2080_as",2337314,2337877
"2156",6979529,6979725,"+","RVBD2080-RVBD2081c intergenic region",2337877,2338073
"21561",6979529,6979725,"-","RVBD2080-RVBD2081c intergenic region_as",2337877,2338073
"8626",6979725,6980165,"-","RVBD2081c",2338073,2338513
"86261",6979725,6980165,"+","RVBD2081c_as",2338073,2338513
"2157",6980165,6980369,"+","RVBD2081c-RVBD2082 intergenic region",2338513,2338717
"21571",6980165,6980369,"-","RVBD2081c-RVBD2082 intergenic region_as",2338513,2338717
"8630",6980369,6982534,"+","RVBD2082",2338717,2340882
"86301",6980369,6982534,"-","RVBD2082_as",2338717,2340882
"8634",6982531,6983475,"+","RVBD2083",2340879,2341823
"86341",6982531,6983475,"-","RVBD2083_as",2340879,2341823
"8638",6983468,6984604,"+","RVBD2084",2341816,2342952
"86381",6983468,6984604,"-","RVBD2084_as",2341816,2342952
"2160",6984604,6984687,"+","RVBD2084-RVBD2085 intergenic region",2342952,2343035
"21601",6984604,6984687,"-","RVBD2084-RVBD2085 intergenic region_as",2342952,2343035
"8642",6984687,6984992,"+","RVBD2085",2343035,2343340
"86421",6984687,6984992,"-","RVBD2085_as",2343035,2343340
"8646",6984971,6985576,"+","RVBD2086",2343319,2343924
"86461",6984971,6985576,"-","RVBD2086_as",2343319,2343924
"21621",6985576,6985654,"+","RVBD2086-RVBD2087 intergenic region",2343924,2344002
"216211",6985576,6985654,"-","RVBD2086-RVBD2087 intergenic region_as",2343924,2344002
"8650",6985654,6985884,"+","RVBD2087",2344002,2344232
"86501",6985654,6985884,"-","RVBD2087_as",2344002,2344232
"2163",6985884,6986071,"+","RVBD2087-RVBD2088 intergenic region",2344232,2344419
"21631",6985884,6986071,"-","RVBD2087-RVBD2088 intergenic region_as",2344232,2344419
"8654",6986071,6987840,"+","RVBD2088",2344419,2346188
"86541",6986071,6987840,"-","RVBD2088_as",2344419,2346188
"2164",6987840,6987857,"+","RVBD2088-RVBD2089c intergenic region",2346188,2346205
"21641",6987840,6987857,"-","RVBD2088-RVBD2089c intergenic region_as",2346188,2346205
"8658",6987857,6988984,"-","RVBD2089c",2346205,2347332
"86581",6987857,6988984,"+","RVBD2089c_as",2346205,2347332
"2165",6988984,6989033,"+","RVBD2089c-RVBD2090 intergenic region",2347332,2347381
"21651",6988984,6989033,"-","RVBD2089c-RVBD2090 intergenic region_as",2347332,2347381
"8662",6989033,6990214,"+","RVBD2090",2347381,2348562
"86621",6989033,6990214,"-","RVBD2090_as",2347381,2348562
"21661",6990214,6990218,"+","RVBD2090-RVBD2091c intergenic region",2348562,2348566
"216611",6990214,6990218,"-","RVBD2090-RVBD2091c intergenic region_as",2348562,2348566
"8666",6990218,6990952,"-","RVBD2091c",2348566,2349300
"86661",6990218,6990952,"+","RVBD2091c_as",2348566,2349300
"2167",6990952,6990994,"+","RVBD2091c-RVBD2092c intergenic region",2349300,2349342
"21671",6990952,6990994,"-","RVBD2091c-RVBD2092c intergenic region_as",2349300,2349342
"8670",6990994,6993714,"-","RVBD2092c",2349342,2352062
"86701",6990994,6993714,"+","RVBD2092c_as",2349342,2352062
"2168",6993714,6993763,"+","RVBD2092c-RVBD2093c intergenic region",2352062,2352111
"21681",6993714,6993763,"-","RVBD2092c-RVBD2093c intergenic region_as",2352062,2352111
"8674",6993763,6994689,"-","RVBD2093c",2352111,2353037
"86741",6993763,6994689,"+","RVBD2093c_as",2352111,2353037
"2169",6994689,6994706,"+","RVBD2093c-RVBD2094c intergenic region",2353037,2353054
"21691",6994689,6994706,"-","RVBD2093c-RVBD2094c intergenic region_as",2353037,2353054
"8678",6994706,6994957,"-","RVBD2094c",2353054,2353305
"86781",6994706,6994957,"+","RVBD2094c_as",2353054,2353305
"21701",6994957,6995025,"+","RVBD2094c-RVBD2095c intergenic region",2353305,2353373
"217011",6994957,6995025,"-","RVBD2094c-RVBD2095c intergenic region_as",2353305,2353373
"8682",6995025,6995975,"-","RVBD2095c",2353373,2354323
"86821",6995025,6995975,"+","RVBD2095c_as",2353373,2354323
"8686",6995972,6996970,"-","RVBD2096c",2354320,2355318
"86861",6995972,6996970,"+","RVBD2096c_as",2354320,2355318
"2172",6996970,6996979,"+","RVBD2096c-RVBD2097c intergenic region",2355318,2355327
"21721",6996970,6996979,"-","RVBD2096c-RVBD2097c intergenic region_as",2355318,2355327
"8690",6996979,6998337,"-","RVBD2097c",2355327,2356685
"86901",6996979,6998337,"+","RVBD2097c_as",2355327,2356685
"2173",6998337,6998389,"+","RVBD2097c-RVBD2098c intergenic region",2356685,2356737
"21731",6998337,6998389,"-","RVBD2097c-RVBD2098c intergenic region_as",2356685,2356737
"8694",6998389,6999561,"-","RVBD2098c",2356737,2357909
"86941",6998389,6999561,"+","RVBD2098c_as",2356737,2357909
"21741",6999561,6999567,"+","RVBD2098c-RVBD2099c intergenic region",2357909,2357915
"217411",6999561,6999567,"-","RVBD2098c-RVBD2099c intergenic region_as",2357909,2357915
"8698",6999567,6999866,"-","RVBD2099c",2357915,2358214
"86981",6999567,6999866,"+","RVBD2099c_as",2357915,2358214
"2175",6999866,7000049,"+","RVBD2099c-RVBD2100 intergenic region",2358214,2358397
"21751",6999866,7000049,"-","RVBD2099c-RVBD2100 intergenic region_as",2358214,2358397
"8702",7000049,7001701,"+","RVBD2100",2358397,2360049
"87021",7000049,7001701,"-","RVBD2100_as",2358397,2360049
"2176",7001701,7001900,"+","RVBD2100-RVBD2101 intergenic region",2360049,2360248
"21761",7001701,7001900,"-","RVBD2100-RVBD2101 intergenic region_as",2360049,2360248
"8706",7001900,7004941,"+","RVBD2101",2360248,2363289
"87061",7001900,7004941,"-","RVBD2101_as",2360248,2363289
"2177",7004941,7005051,"+","RVBD2101-RVBD2102 intergenic region",2363289,2363399
"21771",7004941,7005051,"-","RVBD2101-RVBD2102 intergenic region_as",2363289,2363399
"8710",7005051,7005767,"+","RVBD2102",2363399,2364115
"87101",7005051,7005767,"-","RVBD2102_as",2363399,2364115
"8714",7005746,7006180,"-","RVBD2103c",2364094,2364528
"87141",7005746,7006180,"+","RVBD2103c_as",2364094,2364528
"2179",7006180,7006187,"+","RVBD2103c-RVBD2104c intergenic region",2364528,2364535
"21791",7006180,7006187,"-","RVBD2103c-RVBD2104c intergenic region_as",2364528,2364535
"8718",7006187,7006441,"-","RVBD2104c",2364535,2364789
"87181",7006187,7006441,"+","RVBD2104c_as",2364535,2364789
"2180",7006441,7007125,"+","RVBD2104c-RVBD2105 intergenic region",2364789,2365473
"21801",7006441,7007125,"-","RVBD2104c-RVBD2105 intergenic region_as",2364789,2365473
"8722",7007125,7007451,"+","RVBD2105",2365473,2365799
"87221",7007125,7007451,"-","RVBD2105_as",2365473,2365799
"2181",7007451,7007502,"+","RVBD2105-RVBD2106 intergenic region",2365799,2365850
"21811",7007451,7007502,"-","RVBD2105-RVBD2106 intergenic region_as",2365799,2365850
"8726",7007502,7008386,"+","RVBD2106",2365850,2366734
"87261",7007502,7008386,"-","RVBD2106_as",2365850,2366734
"21821",7008386,7009019,"+","RVBD2106-RVBD2107 intergenic region",2366734,2367367
"218211",7008386,7009019,"-","RVBD2106-RVBD2107 intergenic region_as",2366734,2367367
"8730",7009019,7009315,"+","RVBD2107",2367367,2367663
"87301",7009019,7009315,"-","RVBD2107_as",2367367,2367663
"2183",7009315,7009371,"+","RVBD2107-RVBD2108 intergenic region",2367663,2367719
"21831",7009315,7009371,"-","RVBD2107-RVBD2108 intergenic region_as",2367663,2367719
"8734",7009371,7010102,"+","RVBD2108",2367719,2368450
"87341",7009371,7010102,"-","RVBD2108_as",2367719,2368450
"2184",7010102,7010643,"+","RVBD2108-RVBD2109c intergenic region",2368450,2368991
"21841",7010102,7010643,"-","RVBD2108-RVBD2109c intergenic region_as",2368450,2368991
"8738",7010643,7011389,"-","RVBD2109c",2368991,2369737
"87381",7010643,7011389,"+","RVBD2109c_as",2368991,2369737
"8742",7011386,7012261,"-","RVBD2110c",2369734,2370609
"87421",7011386,7012261,"+","RVBD2110c_as",2369734,2370609
"8746",7012258,7012452,"-","RVBD2111c",2370606,2370800
"87461",7012258,7012452,"+","RVBD2111c_as",2370606,2370800
"2187",7012452,7012565,"+","RVBD2111c-RVBD2112c intergenic region",2370800,2370913
"21871",7012452,7012565,"-","RVBD2111c-RVBD2112c intergenic region_as",2370800,2370913
"8750",7012565,7014229,"-","RVBD2112c",2370913,2372577
"87501",7012565,7014229,"+","RVBD2112c_as",2370913,2372577
"2188",7014229,7014290,"+","RVBD2112c-RVBD2113 intergenic region",2372577,2372638
"21881",7014229,7014290,"-","RVBD2112c-RVBD2113 intergenic region_as",2372577,2372638
"8754",7014290,7015483,"+","RVBD2113",2372638,2373831
"87541",7014290,7015483,"-","RVBD2113_as",2372638,2373831
"2189",7015483,7015494,"+","RVBD2113-RVBD2114 intergenic region",2373831,2373842
"21891",7015483,7015494,"-","RVBD2113-RVBD2114 intergenic region_as",2373831,2373842
"8758",7015494,7016117,"+","RVBD2114",2373842,2374465
"87581",7015494,7016117,"-","RVBD2114_as",2373842,2374465
"21901",7016117,7016121,"+","RVBD2114-RVBD2115c intergenic region",2374465,2374469
"219011",7016117,7016121,"-","RVBD2114-RVBD2115c intergenic region_as",2374465,2374469
"8762",7016121,7017950,"-","RVBD2115c",2374469,2376298
"87621",7016121,7017950,"+","RVBD2115c_as",2374469,2376298
"2191",7017950,7018231,"+","RVBD2115c-RVBD2116 intergenic region",2376298,2376579
"21911",7017950,7018231,"-","RVBD2115c-RVBD2116 intergenic region_as",2376298,2376579
"8766",7018231,7018800,"+","RVBD2116",2376579,2377148
"87661",7018231,7018800,"-","RVBD2116_as",2376579,2377148
"2192",7018800,7018808,"+","RVBD2116-RVBD2117 intergenic region",2377148,2377156
"21921",7018800,7018808,"-","RVBD2116-RVBD2117 intergenic region_as",2377148,2377156
"8770",7018808,7019101,"+","RVBD2117",2377156,2377449
"87701",7018808,7019101,"-","RVBD2117_as",2377156,2377449
"2193",7019101,7019130,"+","RVBD2117-RVBD2118c intergenic region",2377449,2377478
"21931",7019101,7019130,"-","RVBD2117-RVBD2118c intergenic region_as",2377449,2377478
"8774",7019130,7019972,"-","RVBD2118c",2377478,2378320
"87741",7019130,7019972,"+","RVBD2118c_as",2377478,2378320
"21941",7019972,7020046,"+","RVBD2118c-RVBD2119 intergenic region",2378320,2378394
"219411",7019972,7020046,"-","RVBD2118c-RVBD2119 intergenic region_as",2378320,2378394
"8778",7020046,7020882,"+","RVBD2119",2378394,2379230
"87781",7020046,7020882,"-","RVBD2119_as",2378394,2379230
"2195",7020882,7020905,"+","RVBD2119-RVBD2120c intergenic region",2379230,2379253
"21951",7020882,7020905,"-","RVBD2119-RVBD2120c intergenic region_as",2379230,2379253
"8782",7020905,7021387,"-","RVBD2120c",2379253,2379735
"87821",7020905,7021387,"+","RVBD2120c_as",2379253,2379735
"2196",7021387,7021466,"+","RVBD2120c-RVBD2121c intergenic region",2379735,2379814
"21961",7021387,7021466,"-","RVBD2120c-RVBD2121c intergenic region_as",2379735,2379814
"8786",7021466,7022320,"-","RVBD2121c",2379814,2380668
"87861",7021466,7022320,"+","RVBD2121c_as",2379814,2380668
"2197",7022320,7022323,"+","RVBD2121c-RVBD2122c intergenic region",2380668,2380671
"21971",7022320,7022323,"-","RVBD2121c-RVBD2122c intergenic region_as",2380668,2380671
"8790",7022323,7022604,"-","RVBD2122c",2380671,2380952
"87901",7022323,7022604,"+","RVBD2122c_as",2380671,2380952
"21981",7022604,7022731,"+","RVBD2122c-RVBD2123 intergenic region",2380952,2381079
"219811",7022604,7022731,"-","RVBD2122c-RVBD2123 intergenic region_as",2380952,2381079
"8794",7022731,7024152,"+","RVBD2123",2381079,2382500
"87941",7022731,7024152,"-","RVBD2123_as",2381079,2382500
"8798",7024149,7027727,"-","RVBD2124c",2382497,2386075
"87981",7024149,7027727,"+","RVBD2124c_as",2382497,2386075
"2200",7027727,7027953,"+","RVBD2124c-RVBD2125 intergenic region",2386075,2386301
"22001",7027727,7027953,"-","RVBD2124c-RVBD2125 intergenic region_as",2386075,2386301
"8802",7027953,7028831,"+","RVBD2125",2386301,2387179
"88021",7027953,7028831,"-","RVBD2125_as",2386301,2387179
"2201",7028831,7028862,"+","RVBD2125-RVBD2126c intergenic region",2387179,2387210
"22011",7028831,7028862,"-","RVBD2125-RVBD2126c intergenic region_as",2387179,2387210
"8806",7028862,7029950,"-","RVBD2126c",2387210,2388298
"88061",7028862,7029950,"+","RVBD2126c_as",2387210,2388298
"22021",7029950,7030276,"+","RVBD2126c-RVBD2127 intergenic region",2388298,2388624
"220211",7029950,7030276,"-","RVBD2126c-RVBD2127 intergenic region_as",2388298,2388624
"8810",7030276,7031745,"+","RVBD2127",2388624,2390093
"88101",7030276,7031745,"-","RVBD2127_as",2388624,2390093
"8814",7031745,7031948,"+","RVBD2128",2390093,2390296
"2203",7031745,7031745,"+","RVBD2127-RVBD2128 intergenic region",2390093,2390093
"88141",7031745,7031948,"-","RVBD2128_as",2390093,2390296
"22031",7031745,7031745,"-","RVBD2127-RVBD2128 intergenic region_as",2390093,2390093
"2204",7031948,7031968,"+","RVBD2128-RVBD2129c intergenic region",2390296,2390316
"22041",7031948,7031968,"-","RVBD2128-RVBD2129c intergenic region_as",2390296,2390316
"8818",7031968,7032849,"-","RVBD2129c",2390316,2391197
"88181",7031968,7032849,"+","RVBD2129c_as",2390316,2391197
"2205",7032849,7032875,"+","RVBD2129c-RVBD2130c intergenic region",2391197,2391223
"22051",7032849,7032875,"-","RVBD2129c-RVBD2130c intergenic region_as",2391197,2391223
"8822",7032875,7034119,"-","RVBD2130c",2391223,2392467
"88221",7032875,7034119,"+","RVBD2130c_as",2391223,2392467
"22061",7034119,7034177,"+","RVBD2130c-RVBD2131c intergenic region",2392467,2392525
"220611",7034119,7034177,"-","RVBD2130c-RVBD2131c intergenic region_as",2392467,2392525
"8826",7034177,7034980,"-","RVBD2131c",2392525,2393328
"88261",7034177,7034980,"+","RVBD2131c_as",2392525,2393328
"2207",7034980,7035071,"+","RVBD2131c-RVBD2132 intergenic region",2393328,2393419
"22071",7034980,7035071,"-","RVBD2131c-RVBD2132 intergenic region_as",2393328,2393419
"8830",7035071,7035301,"+","RVBD2132",2393419,2393649
"88301",7035071,7035301,"-","RVBD2132_as",2393419,2393649
"2208",7035301,7035511,"+","RVBD2132-RVBD2133c intergenic region",2393649,2393859
"22081",7035301,7035511,"-","RVBD2132-RVBD2133c intergenic region_as",2393649,2393859
"8834",7035511,7036299,"-","RVBD2133c",2393859,2394647
"88341",7035511,7036299,"+","RVBD2133c_as",2393859,2394647
"2209",7036299,7036310,"+","RVBD2133c-RVBD2134c intergenic region",2394647,2394658
"22091",7036299,7036310,"-","RVBD2133c-RVBD2134c intergenic region_as",2394647,2394658
"8838",7036310,7036897,"-","RVBD2134c",2394658,2395245
"88381",7036310,7036897,"+","RVBD2134c_as",2394658,2395245
"22101",7036897,7036961,"+","RVBD2134c-RVBD2135c intergenic region",2395245,2395309
"221011",7036897,7036961,"-","RVBD2134c-RVBD2135c intergenic region_as",2395245,2395309
"8842",7036961,7037671,"-","RVBD2135c",2395309,2396019
"88421",7036961,7037671,"+","RVBD2135c_as",2395309,2396019
"8846",7037668,7038498,"-","RVBD2136c",2396016,2396846
"88461",7037668,7038498,"+","RVBD2136c_as",2396016,2396846
"2212",7038498,7038562,"+","RVBD2136c-RVBD2137c intergenic region",2396846,2396910
"22121",7038498,7038562,"-","RVBD2136c-RVBD2137c intergenic region_as",2396846,2396910
"8850",7038562,7038975,"-","RVBD2137c",2396910,2397323
"88501",7038562,7038975,"+","RVBD2137c_as",2396910,2397323
"2213",7038975,7038990,"+","RVBD2137c-RVBD2138 intergenic region",2397323,2397338
"22131",7038975,7038990,"-","RVBD2137c-RVBD2138 intergenic region_as",2397323,2397338
"8854",7038990,7040066,"+","RVBD2138",2397338,2398414
"88541",7038990,7040066,"-","RVBD2138_as",2397338,2398414
"22141",7040066,7040380,"+","RVBD2138-RVBD2139 intergenic region",2398414,2398728
"221411",7040066,7040380,"-","RVBD2138-RVBD2139 intergenic region_as",2398414,2398728
"8858",7040380,7041453,"+","RVBD2139",2398728,2399801
"88581",7040380,7041453,"-","RVBD2139_as",2398728,2399801
"2215",7041453,7041458,"+","RVBD2139-RVBD2140c intergenic region",2399801,2399806
"22151",7041453,7041458,"-","RVBD2139-RVBD2140c intergenic region_as",2399801,2399806
"8862",7041458,7041988,"-","RVBD2140c",2399806,2400336
"88621",7041458,7041988,"+","RVBD2140c_as",2399806,2400336
"2216",7041988,7042036,"+","RVBD2140c-RVBD2141c intergenic region",2400336,2400384
"22161",7041988,7042036,"-","RVBD2140c-RVBD2141c intergenic region_as",2400336,2400384
"8866",7042036,7043382,"-","RVBD2141c",2400384,2401730
"88661",7042036,7043382,"+","RVBD2141c_as",2400384,2401730
"2217",7043382,7043647,"+","RVBD2141c-RVBD6024 intergenic region",2401730,2401995
"22171",7043382,7043647,"-","RVBD2141c-RVBD6024 intergenic region_as",2401730,2401995
"8870",7043647,7043735,"+","RVBD6024",2401995,2402083
"88701",7043647,7043735,"-","RVBD6024_as",2401995,2402083
"22181",7043735,7043853,"+","RVBD6024-RVBD2142c intergenic region",2402083,2402201
"221811",7043735,7043853,"-","RVBD6024-RVBD2142c intergenic region_as",2402083,2402201
"8874",7043853,7044170,"-","RVBD2142c",2402201,2402518
