Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
2649377,,14,2025.3,144.7,,Rv2368c,,,,,,PROM-1437,NE
2649457,,13,2377.3,182.9,,Rv2368c,,,,,,,NE
2649512,,14,4000.1,285.7,,Rv2368c,,,,,,,NE
2649578,,14,3433.8,245.3,,Rv2368c,,,,,,,NE
2649637,,13,1337,102.8,,Rv2368c,,,,,,,NE
2649703,,11,1264.7,115,,Rv2368c,,,,,,,NE
2649769,TRUE,3,59.1,19.7,,Rv2368c,,,,,,,NE
2649880,,13,1871.2,143.9,,Rv2368c,,,,,,,NE
2650012,,10,445.4,44.5,,Rv2369c,,,,,5pUTR-Rv2368c,PROM-389,NE
2650057,,13,3110.7,239.3,,Rv2369c,,,,,,PROM-389,NE
2650121,,8,543.2,67.9,,Rv2369c,,,,,,,NE
2650314,,12,1879.9,156.7,,Rv2370c,,,,,,,NE
2650317,,14,2953.9,211,,Rv2370c,,,,,,,NE
2650426,,9,350.2,38.9,,Rv2370c,,,,,,,NE
2650456,,12,1913.7,159.5,,Rv2370c,,,,,,,NE
2650480,,14,6986.6,499,,Rv2370c,,,,,,,NE
2650483,,14,2451.5,175.1,,Rv2370c,,,,,,,NE
2650523,,14,7518.9,537.1,,Rv2370c,,,,,,,NE
2650531,,11,949.1,86.3,,Rv2370c,,,,,,,NE
2650621,,4,12.6,3.2,,Rv2370c,,,DNAMethylation-218,,,,NE
2650834,,8,352.6,44.1,,Rv2370c,,,,,,,NE
2650949,,13,1313.7,101.1,,Rv2370c,,,DNAMethylation-219,,,,NE
2650981,,13,854,65.7,,Rv2370c,,,,,,,NE
2650988,TRUE,5,389.4,77.9,,Rv2370c,,,,,,,NE
2651093,,11,873.5,79.4,,Rv2370c,,,,,,,NE
2651258,,11,610.7,55.5,,Rv2370c,,,,,,,NE
2651281,,14,1889.9,135,,Rv2370c,,,,,,,NE
2651314,,8,917.5,114.7,,Rv2370c,,,,,,,NE
2651341,,0,0,0,,Rv2370c,,,,,,,NE
2651422,,11,742.6,67.5,,Rv2370c,,,,,,,NE
2651563,,10,664.5,66.4,,Rv2370c,,,,,,,NE
2651579,,14,1834.5,131,,,,,,,,,NE
2651587,,12,2216.6,184.7,,,,,,,,,NE
2651630,,14,1853,132.4,,,,,,,,,NE
2651655,,7,95.6,13.7,,,,,,,,PROM-1208,NE
2651679,,10,421,42.1,,,,,,,,PROM-1208,NE
2651695,TRUE,4,216,54,,,,,,,5pUTR-Rv2371,PROM-1208,NE
2651744,,14,2166,154.7,,,,,,,5pUTR-Rv2371,PROM-1208,NE
2651806,TRUE,2,18.3,9.2,,Rv2371,,,,,,,NE
2652048,TRUE,0,0,0,,Rv2372c,,,,,,,NE
2652069,,13,1668.6,128.4,,Rv2372c,,,,,,,NE
2652280,TRUE,0,0,0,,Rv2372c,,,,,,,NE
2652359,,14,2800,200,,Rv2372c,,,,,,,NE
2652634,,14,3292.5,235.2,,Rv2372c,,,,,,,NE
2652776,,11,834.6,75.9,,Rv2372c,,,,,,,NE
2652816,,14,1404,100.3,,Rv2372c,,,,,,,NE
2652850,,11,2011.8,182.9,,Rv2373c,,,,,,,NE
2653148,,2,12.5,6.2,TRUE,Rv2373c,,,,,,,GD
2653249,,4,40.7,10.2,TRUE,Rv2373c,,,,,,,GD
2653406,TRUE,0,0,0,TRUE,Rv2373c,,,,,,,GD
2653518,TRUE,0,0,0,TRUE,Rv2373c,,,,,,,GD
2653577,TRUE,0,0,0,TRUE,Rv2373c,,,,,,,GD
2653638,,4,13.3,3.3,TRUE,Rv2373c,,,,,,,GD
2653843,,0,0,0,TRUE,Rv2373c,,,,,,,GD
2653927,,0,0,0,TRUE,Rv2373c,,,,,,,GD
2653981,,1,19.7,19.7,TRUE,Rv2373c,,,,,,,GD
2653984,,1,5.9,5.9,TRUE,Rv2373c,,,,,,,GD
2654010,,12,979.7,81.6,,,,,,,5pUTR-Rv2373c,,NE
2654023,,13,1775,136.5,,,,,,,5pUTR-Rv2373c,,NE
2654043,TRUE,2,41.5,20.7,,,,,,,5pUTR-Rv2373c,PROM-712,NE
2654098,,9,631,70.1,,Rv2374c,,,,,5pUTR-Rv2373c,PROM-712,NE
2654100,,13,3745,288.1,,Rv2374c,,,,,5pUTR-Rv2373c,PROM-712,NE
2654128,,10,1259.1,125.9,,Rv2374c,,,,,,PROM-712,NE
2654139,,11,1961.4,178.3,,Rv2374c,,,,,,PROM-712,NE
2654170,,6,249.5,41.6,,Rv2374c,,,,,,,NE
2654178,,10,430.9,43.1,,Rv2374c,,,,,,,NE
2654185,,11,663.1,60.3,,Rv2374c,,,,,,,NE
2654194,TRUE,4,292.6,73.2,,Rv2374c,,,,,,,NE
2654199,,10,1504.7,150.5,,Rv2374c,,,,,,,NE
2654255,,14,2707.6,193.4,,Rv2374c,,,,,,,NE
2654336,,12,1632.3,136,,Rv2374c,,,,,,,NE
2654378,,10,1237.1,123.7,,Rv2374c,,,,,,,NE
2654389,TRUE,5,98.2,19.6,,Rv2374c,,,,,,,NE
2654426,,8,487.2,60.9,,Rv2374c,,,,,,,NE
2654441,,13,2957.1,227.5,,Rv2374c,,,,,,,NE
2654561,,11,558.1,50.7,,Rv2374c,,,,,,,NE
2654579,,11,1413.1,128.5,,Rv2374c,,,,,,,NE
2654724,,9,899.5,99.9,,Rv2374c,,,,,,,NE
2654846,,4,103.2,25.8,,Rv2374c,,,,,,,NE
2654886,TRUE,3,86.1,28.7,,Rv2374c,,,,,,,NE
2654935,,13,2619.9,201.5,,Rv2374c,,,,,,,NE
2654937,,13,4181.2,321.6,,Rv2374c,,,,,,,NE
2654998,,9,1009.2,112.1,,Rv2374c,,,,,,,NE
2655124,,14,8439.9,602.8,,,,,,,5pUTR-Rv2374c,PROM-1126,NE
2655148,,13,712.7,54.8,,,,,,,,PROM-1126,NE
2655177,,14,5881,420.1,,,,,,,,PROM-1126,NE
2655218,,13,2481.4,190.9,,,,,,,,,NE
2655259,,5,259.8,52,,,,,,,,,NE
2655308,,6,304.6,50.8,,Rv2375,,,,,,,NE
2655329,,14,5496.1,392.6,,Rv2375,,,,,,,NE
2655331,,12,2758.4,229.9,,Rv2375,,,,,,,NE
2655348,,12,1494.7,124.6,,Rv2375,,,,,,,NE
2655391,,12,2839.9,236.7,,Rv2375,,,,,,,NE
2655437,,13,3427.7,263.7,,Rv2375,,,,,,,NE
2655482,,14,4315,308.2,,Rv2375,,,,,,,NE
2655540,,13,2213.8,170.3,,Rv2375,,,,,,,NE
2655586,,13,1757.6,135.2,,Rv2375,,,,,,,NE
2656022,,13,2422,186.3,,Rv2376c,,,,,,,NE
2656024,,14,2953.6,211,,Rv2376c,,,,,,,NE
2656176,,13,1274.4,98,,,,,,,,PROM-930,NE
2656208,,12,2443.4,203.6,,,,,,,,PROM-930,NE
2656289,,13,1678.3,129.1,,Rv2377c,,,,,,,NE
2656347,TRUE,3,42.2,14.1,,Rv2377c,,,,,,,NE
2656474,,10,823.7,82.4,,Rv2378c,,,,,,,NE
2656608,,8,316.5,39.6,,Rv2378c,,,,,,,NE
2657015,,11,647.7,58.9,,Rv2378c,,,,,,,NE
2657192,,7,188.4,26.9,,Rv2378c,,,,,,,NE
2657348,,12,1730,144.2,,Rv2378c,,,,,,,NE
2657352,,14,1185.9,84.7,,Rv2378c,,,,,,,NE
2657430,,14,1435.7,102.6,,Rv2378c,,,,,,,NE
2657445,,11,610.7,55.5,,Rv2378c,,,,,,,NE
2657502,,0,0,0,,Rv2378c,,,,,,,NE
2657719,,14,2861,204.4,,Rv2379c,,,,,,,NE
2657809,,8,82.4,10.3,,Rv2379c,,,,,,,NE
2657908,,12,567.9,47.3,,Rv2379c,,,,,,,NE
2657952,TRUE,3,31.1,10.4,,Rv2379c,,,,,,,NE
2657960,,14,1761.8,125.8,,Rv2379c,,,,,,,NE
2657995,,8,316.4,39.6,,Rv2379c,,,,,,,NE
2658009,TRUE,0,0,0,,Rv2379c,,,,,,,NE
2658023,,4,22.3,5.6,,Rv2379c,,,,,,,NE
2658038,,9,157,17.4,,Rv2379c,,,,,,,NE
2658058,TRUE,0,0,0,,Rv2379c,,,,,,,NE
2658104,,10,662.8,66.3,,Rv2379c,,,,,,,NE
2658150,,10,528,52.8,,Rv2379c,,,,,,,NE
2658258,TRUE,3,32.3,10.8,,Rv2379c,,,,,,,NE
2658340,,13,975.8,75.1,,Rv2379c,,,,,,,NE
2658432,TRUE,3,22.7,7.6,,Rv2379c,,,,,,,NE
2658444,,5,67.2,13.4,,Rv2379c,,,,,,,NE
2658479,,9,334.3,37.1,,Rv2379c,,,,,,,NE
2658917,,6,306.8,51.1,,Rv2379c,,,,,,,NE
2658923,,11,580.4,52.8,,Rv2379c,,,,,,,NE
2658943,,5,108.2,21.6,,Rv2379c,,,,,,,NE
2659114,,9,253.1,28.1,,Rv2379c,,,,,,,NE
2659288,,4,53,13.3,,Rv2379c,,,,,,,NE
2659308,,4,115.7,28.9,,Rv2379c,,,,,,,NE
2659321,,10,553.6,55.4,,Rv2379c,,,,,,,NE
2659325,,10,271.3,27.1,,Rv2379c,,,,,,,NE
2659342,,3,71.3,23.8,,Rv2379c,,,,,,,NE
2659397,,11,818.9,74.4,,Rv2379c,,,,,,,NE
2659592,,12,1695.9,141.3,,Rv2379c,,,,,,,NE
2659602,TRUE,0,0,0,,Rv2379c,,,,,,,NE
2659661,,8,194.5,24.3,,Rv2379c,,,,,,,NE
2659691,,12,895.9,74.7,,Rv2379c,,,,,,,NE
2659745,,12,443.1,36.9,,Rv2379c,,,,,,,NE
2659833,,4,110,27.5,,Rv2379c,,,,,,,NE
2659841,,9,733.4,81.5,,Rv2379c,,,,,,,NE
2660219,,4,37.2,9.3,,Rv2379c,,,,,,,NE
2660262,TRUE,2,9.9,5,,Rv2379c,,,,,,,NE
2660291,,10,365.2,36.5,,Rv2379c,,,,,,,NE
2660338,,9,401.1,44.6,,Rv2379c,,,,,,,NE
2660495,,9,1373.5,152.6,,Rv2379c,,,,,,,NE
2660600,,3,180.1,60,TRUE,Rv2379c,,,,,,,NE
2660673,,0,0,0,TRUE,Rv2379c,,,,,,,NE
2660794,,8,344.7,43.1,TRUE,Rv2379c,,,,,,,NE
2660866,,4,62.7,15.7,TRUE,Rv2379c,,,,,,,NE
2660932,,4,58.3,14.6,TRUE,Rv2379c,,,,,,,NE
2661011,,11,750.1,68.2,TRUE,Rv2379c,,,,,,,NE
2661019,,6,445.5,74.2,TRUE,Rv2379c,,,,,,,NE
2661042,TRUE,0,0,0,TRUE,Rv2379c,,,,,,,NE
2661077,,11,354.4,32.2,TRUE,Rv2379c,,,,,,,NE
2661112,,10,611.1,61.1,TRUE,Rv2379c,,,,,,,NE
2661138,TRUE,0,0,0,TRUE,Rv2379c,,,,,,,NE
2661174,,9,207.2,23,TRUE,Rv2379c,,,,,,,NE
2661285,,1,20.1,20.1,TRUE,Rv2379c,,,,,,,NE
2661396,,2,9.7,4.8,TRUE,Rv2379c,,,,,,,NE
2661433,,2,17.1,8.5,TRUE,Rv2379c,,,,,,,NE
2661486,TRUE,3,73.2,24.4,TRUE,Rv2379c,,,,,,,NE
2661521,,13,527.7,40.6,TRUE,Rv2379c,,,,,,,NE
2661530,,0,0,0,TRUE,Rv2379c,,,,,,,NE
2661578,,8,175.9,22,TRUE,Rv2379c,,,,,,,NE
2661673,,5,26.8,5.4,TRUE,Rv2379c,,,,,,,NE
2661808,,14,835.7,59.7,,Rv2379c,,,,,,,NE
2661811,,14,3227.3,230.5,,Rv2379c,,,,,,,NE
2661841,,13,971.9,74.8,,Rv2379c,,,,,,,NE
2661950,,11,1103.2,100.3,,Rv2379c,,,,,,,NE
2662005,,3,70.3,23.4,,Rv2379c,,,,,,,NE
2662257,TRUE,4,531.2,132.8,,Rv2380c,,,,,,,NE
2662333,,5,229.3,45.9,,Rv2380c,,,,,,,NE
2662513,,2,13.7,6.8,,Rv2380c,,,,,,,NE
2662615,,6,131.9,22,,Rv2380c,,,,,,,NE
2662618,,11,994.3,90.4,,Rv2380c,,,,,,,NE
2662638,,2,15.2,7.6,,Rv2380c,,,,,,,NE
2662652,,13,3024.9,232.7,,Rv2380c,,,,,,,NE
2662672,,13,1174.9,90.4,,Rv2380c,,,,,,,NE
2662800,,10,740.2,74,,Rv2380c,,,,,,,NE
2662837,,14,1217.1,86.9,,Rv2380c,,,,,,,NE
2662852,,9,307.4,34.2,,Rv2380c,,,,,,,NE
2662870,,6,69.2,11.5,,Rv2380c,,,,,,,NE
2662902,,11,355.2,32.3,,Rv2380c,,,,,,,NE
2663101,,14,2018.9,144.2,,Rv2380c,,,DNAMethylation-220,,,,NE
2663262,,6,152.8,25.5,,Rv2380c,,,,,,,NE
2663283,,13,3697.9,284.5,,Rv2380c,,,,,,,NE
2663307,,14,1330.7,95.1,,Rv2380c,,,,,,,NE
2663482,,6,78.7,13.1,,Rv2380c,,,,,,,NE
2663523,,2,52.5,26.2,,Rv2380c,,,,,,,NE
2663545,,8,599.8,75,,Rv2380c,,,,,,,NE
2663554,,11,1090.6,99.1,,Rv2380c,,,,,,,NE
2663608,,3,65.1,21.7,,Rv2380c,,,,,,,NE
2663752,,4,24.7,6.2,,Rv2380c,,,,,,,NE
2663872,,5,128.2,25.6,,Rv2380c,,,,,,,NE
2664004,,4,199.6,49.9,,Rv2380c,,,,,,,NE
2664017,,10,289.9,29,,Rv2380c,,,,,,,NE
2664101,,9,277.2,30.8,,Rv2380c,,,,,,,NE
2664415,,13,445.3,34.3,,Rv2380c,,,,,,,NE
2664431,,12,1341.3,111.8,,Rv2380c,,,,,,,NE
2664433,,8,342.2,42.8,,Rv2380c,,,,,,,NE
2664526,,11,4592.7,417.5,,Rv2380c,,,,,,,NE
2664563,TRUE,0,0,0,TRUE,Rv2380c,,,,,,,NE
2664590,,5,88.3,17.7,TRUE,Rv2380c,,,,,,,NE
2664615,,8,174.8,21.9,TRUE,Rv2380c,,,,,,,NE
2664724,,4,64.2,16.1,TRUE,Rv2380c,,,,,,,NE
2664743,,1,7.7,7.7,TRUE,Rv2380c,,,,,,,NE
2664793,,7,238.2,34,TRUE,Rv2380c,,,,,,,NE
2664799,,6,202.1,33.7,TRUE,Rv2380c,,,,,,,NE
2664821,,8,136,17,TRUE,Rv2380c,,,,,,,NE
2664823,,13,1307.8,100.6,TRUE,Rv2380c,,,,,,,NE
2664944,,3,71.8,23.9,TRUE,Rv2380c,,,,,,,NE
2664982,,10,146.4,14.6,TRUE,Rv2380c,,,,,,,NE
2665041,TRUE,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665062,TRUE,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665119,,1,6,6,TRUE,Rv2380c,,,,,,,NE
2665177,,8,159.2,19.9,TRUE,Rv2380c,,,,,,,NE
2665209,,6,225.3,37.6,TRUE,Rv2380c,,,DNAMethylation-221,,,,NE
2665290,,2,14,7,TRUE,Rv2380c,,,,,,,NE
2665315,,4,276.9,69.2,TRUE,Rv2380c,,,,,,,NE
2665339,,4,34.9,8.7,TRUE,Rv2380c,,,,,,,NE
2665391,,2,9.2,4.6,TRUE,Rv2380c,,,,,,,NE
2665402,,8,585.8,73.2,TRUE,Rv2380c,,,,,,,NE
2665411,,8,230.8,28.8,TRUE,Rv2380c,,,,,,,NE
2665431,,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665474,TRUE,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665491,,6,64.7,10.8,TRUE,Rv2380c,,,,,,,NE
2665558,,3,99.6,33.2,TRUE,Rv2380c,,,,,,,NE
2665579,,11,6248.7,568.1,,Rv2380c,,,,,,,NE
2665644,,3,150.5,50.2,TRUE,Rv2380c,,,,,,,NE
2665668,,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665726,,0,0,0,TRUE,Rv2380c,,,,,,,NE
2665747,,12,473.4,39.5,TRUE,Rv2380c,,,,,,,NE
2665820,TRUE,2,109,54.5,TRUE,Rv2380c,,,,,,,NE
2666074,,3,39.7,13.2,TRUE,Rv2380c,,,,,,,NE
2666190,,4,102.7,25.7,TRUE,Rv2380c,,,,,,,NE
2666304,TRUE,2,8.7,4.3,TRUE,Rv2380c,,,,,,,NE
2666320,,3,36.2,12.1,TRUE,Rv2380c,,,,,,,NE
2666395,,6,1509.8,251.6,TRUE,Rv2380c,,,,,,,NE
2666437,,12,354.1,29.5,TRUE,Rv2380c,,,,,,,NE
2666602,,7,313.6,44.8,TRUE,Rv2380c,,,,,,,NE
2666621,,3,46.7,15.6,TRUE,Rv2380c,,,,,,,NE
2666676,,2,80.7,40.3,TRUE,Rv2380c,,,,,,,NE
2666692,,2,35.1,17.5,TRUE,Rv2380c,,,,,,,NE
2666911,,12,426.6,35.6,TRUE,Rv2380c,,,,,,,NE
2666980,,8,165.9,20.7,TRUE,Rv2380c,,,,,,,NE
2666987,,9,183.5,20.4,TRUE,Rv2380c,,,,,,,NE
2666994,,0,0,0,TRUE,Rv2380c,,,,,,,GD
2667067,,1,11.2,11.2,TRUE,Rv2380c,,,,,,,GD
2667087,,2,22.8,11.4,TRUE,Rv2380c,,,,,,,GD
2667263,,4,104.7,26.2,TRUE,,,,,,,,GD
2667266,,10,194.9,19.5,TRUE,Rv2381c,,,,,,,GD
2667408,,1,6,6,TRUE,Rv2381c,,,,,,,GD
2667560,,1,29,29,TRUE,Rv2381c,,,,,,,GD
2667622,,1,18,18,TRUE,Rv2381c,,,,,,,GD
2667714,,1,18,18,TRUE,Rv2381c,,,,,,,GD
2667766,,9,87,9.7,TRUE,Rv2381c,,,,,,,GD
2667851,,5,536.7,107.3,TRUE,Rv2381c,,,,,,,NE
2668011,,1,17,17,TRUE,Rv2381c,,,,,,,NE
2668067,,3,22,7.3,TRUE,Rv2381c,,,,,,,NE
2668107,,3,55.3,18.4,TRUE,Rv2381c,,,,,,,NE
2668226,,4,233.2,58.3,TRUE,Rv2381c,,,,,,,NE
2668235,,6,288.4,48.1,TRUE,Rv2381c,,,,,,,NE
2668352,,4,1015.3,253.8,TRUE,Rv2381c,,,,,,,NE
2668360,,0,0,0,TRUE,Rv2381c,,,,,,,NE
2668372,,3,99.4,33.1,TRUE,Rv2381c,,,,,,,NE
2668399,,0,0,0,TRUE,Rv2381c,,,,,,,NE
2668408,,6,64.9,10.8,TRUE,Rv2381c,,,,,,,NE
2668585,,7,235.6,33.7,TRUE,Rv2381c,,,,,,,NE
2668608,,8,348.3,43.5,TRUE,Rv2381c,,,,,,,NE
2668619,,3,294.3,98.1,TRUE,Rv2381c,,,,,,,NE
2668743,TRUE,0,0,0,TRUE,Rv2381c,,,,,,,NE
2669012,TRUE,0,0,0,TRUE,Rv2381c,,,,,,,NE
2669037,,1,1,1,TRUE,Rv2381c,,,,,,,NE
2669043,,7,234.6,33.5,TRUE,Rv2381c,,,,,,,NE
2669176,,3,70.8,23.6,TRUE,Rv2381c,,,,,,,NE
2669241,,6,64.7,10.8,TRUE,Rv2381c,,,,,,,NE
2669258,,0,0,0,TRUE,Rv2381c,,,,,,,NE
2669264,,4,138.6,34.7,TRUE,Rv2381c,,,,,,,NE
2669337,,2,23,11.5,TRUE,Rv2381c,,,,,,,NE
2669365,,0,0,0,TRUE,Rv2381c,,,,,,,NE
2669397,,7,100.7,14.4,TRUE,Rv2381c,,,,,,,NE
2669470,TRUE,0,0,0,TRUE,Rv2381c,,,,,,,NE
2669600,,6,125.9,21,TRUE,Rv2381c,,,,,,,NE
2669670,,9,244.4,27.2,TRUE,Rv2381c,,,,,,,NE
2669684,,3,914.6,304.9,TRUE,Rv2381c,,,,,,,NE
2669695,,5,182.4,36.5,TRUE,Rv2381c,,,,,,,NE
2669709,,11,397.3,36.1,TRUE,Rv2381c,,,,,,,NE
2669722,,7,94.5,13.5,TRUE,Rv2381c,,,,,,,NE
2669752,,11,428.1,38.9,TRUE,Rv2381c,,,,,,,NE
2669849,,5,114.1,22.8,TRUE,Rv2381c,,,,,,,NE
2669915,,6,237.2,39.5,TRUE,Rv2381c,,,,,,,NE
2669933,,0,0,0,TRUE,Rv2381c,,,,,,,NE
2670162,,1,6.6,6.6,TRUE,Rv2381c,,,,,,,NE
2670182,,4,116.1,29,TRUE,Rv2381c,,,,,,,NE
2670350,,4,79.8,20,TRUE,Rv2382c,,,,,,,NE
2670356,,2,96.3,48.1,TRUE,Rv2382c,,,,,,,NE
2670625,,10,200.1,20,TRUE,Rv2382c,,,,,,,NE
2670788,,6,67.7,11.3,TRUE,Rv2382c,,,,,,,NE
2670925,,3,31.5,10.5,TRUE,Rv2382c,,,,,,,NE
2670951,TRUE,0,0,0,TRUE,Rv2382c,,,,,,,NE
2670982,,2,9.4,4.7,TRUE,Rv2382c,,,,,,,NE
2670992,,4,767.6,191.9,TRUE,Rv2382c,,,,,,,NE
2671046,,0,0,0,TRUE,Rv2382c,,,,,,,NE
2671094,,5,82.6,16.5,TRUE,Rv2382c,,,,,,,NE
2671132,,4,21.8,5.5,TRUE,Rv2382c,,,,,,,NE
2671219,,2,24.3,12.2,TRUE,Rv2382c,,,,,,,NE
2671243,,9,296,32.9,TRUE,Rv2382c,,,,,,,NE
2671311,,8,898.5,112.3,TRUE,Rv2382c,,,,,,,NE
2671391,,0,0,0,TRUE,Rv2382c,,,,,,,NE
2671537,,0,0,0,TRUE,Rv2382c,,,,,,,NE
2671604,TRUE,0,0,0,TRUE,"Rv2382c,Rv2383c",,,,,,,NE
2671658,,9,431.9,48,TRUE,Rv2383c,,,,,,,NE
2671808,,4,136.7,34.2,TRUE,Rv2383c,,,,,,,NE
2671826,,2,43.8,21.9,TRUE,Rv2383c,,,,,,,NE
2672002,,10,169,16.9,TRUE,Rv2383c,,,,,,,NE
2672050,,4,88.9,22.2,TRUE,Rv2383c,,,,,,,NE
2672183,,0,0,0,TRUE,Rv2383c,,,,,,,NE
2672218,,0,0,0,TRUE,Rv2383c,,,,,,,NE
2672240,,1,2,2,TRUE,Rv2383c,,,,,,,NE
2672298,,0,0,0,TRUE,Rv2383c,,,,,,,NE
2672388,,10,326.3,32.6,TRUE,Rv2383c,,,,,,,NE
2672401,,10,210.1,21,TRUE,Rv2383c,,,,,,,NE
2672405,,9,1129.4,125.5,TRUE,Rv2383c,,,,,,,NE
2672538,TRUE,0,0,0,TRUE,Rv2383c,,,,,,,NE
2672684,,10,380.2,38,TRUE,Rv2383c,,,,,,,NE
2672769,,3,41.9,14,TRUE,Rv2383c,,,,,,,NE
2672785,,9,226.2,25.1,TRUE,Rv2383c,,,,,,,NE
2672990,TRUE,0,0,0,TRUE,Rv2383c,,,,,,,NE
2673053,,3,54.6,18.2,TRUE,Rv2383c,,,,,,,NE
2673077,,10,459.7,46,TRUE,Rv2383c,,,,,,,NE
2673137,TRUE,3,188,62.7,TRUE,Rv2383c,,,,,,,NE
2673217,,2,40.8,20.4,TRUE,Rv2383c,,,,,,,NE
2673251,,3,24.4,8.1,TRUE,Rv2383c,,,,,,,NE
2673509,,14,1748.1,124.9,,Rv2383c,,,,,,,NE
2673519,,6,104.5,17.4,,Rv2383c,,,,,,,NE
2673664,,6,292.5,48.7,,Rv2383c,,,,,,,NE
2673767,,14,4322.4,308.7,,Rv2383c,,,,,,,NE
2673789,,5,125,25,,Rv2383c,,,,,,,NE
2673892,,14,534.3,38.2,,Rv2383c,,,,,,,NE
2673962,,14,3618.7,258.5,,Rv2383c,,,,,,,NE
2674051,,13,565.8,43.5,,Rv2383c,,,,,,,NE
2674109,,11,253.9,23.1,,Rv2383c,,,,,,,NE
2674255,TRUE,7,229.5,32.8,,Rv2383c,,,,,,,NE
2674525,,14,1304.9,93.2,,Rv2383c,,,,,,,NE
2674592,,11,515.1,46.8,,Rv2383c,,,,,,,NE
2674888,,9,231,25.7,,Rv2383c,,,,,,,NE
2674944,,1,7.7,7.7,,Rv2383c,,,,,,,NE
2675043,TRUE,7,145.7,20.8,,Rv2383c,,,,,,,NE
2675054,,7,273.4,39.1,,Rv2383c,,,,,,,NE
2675063,,12,395.1,32.9,,Rv2383c,,,,,,,NE
2675069,,14,400.4,28.6,,Rv2383c,,,,,,,NE
2675099,,13,1067.9,82.1,,Rv2383c,,,,,,,NE
2675132,,14,1926.6,137.6,,Rv2383c,,,,,,,NE
2675173,,14,1925.6,137.5,,Rv2383c,,,,,,,NE
2675194,,11,1014,92.2,,Rv2383c,,,,,,,NE
2675197,,12,2650.1,220.8,,Rv2383c,,,,,,,NE
2675218,,3,18.2,6.1,,Rv2383c,,,,,,,NE
2675468,,14,1671.9,119.4,,Rv2383c,,,,,,,NE
2675482,,8,2862.4,357.8,,Rv2383c,,,,,,,NE
2675569,TRUE,3,38.6,12.9,,Rv2383c,,,,,,,NE
2675835,,13,2461.7,189.4,,Rv2383c,,,,,,PROM-1487,NE
2675862,,3,125.8,41.9,,,,,,,5pUTR-Rv2383c,PROM-1487,NE
2675877,,1,19,19,,,,,,,5pUTR-Rv2383c,PROM-1487,NE
2675883,,4,35.8,8.9,,,,,,,5pUTR-Rv2383c,PROM-1487,NE
2675890,TRUE,8,289.6,36.2,,,,,,,,PROM-1487,NE
2675895,,13,1909.9,146.9,,,,,,,,PROM-1487,NE
2675919,,5,139.5,27.9,,,,,,,,PROM-1487,NE
2675934,,14,1985.4,141.8,,,,,,,,,NE
2676007,,12,2074.2,172.8,,Rv2384,,,,,,,NE
2676036,,1,16.9,16.9,,Rv2384,,,,,,,NE
2676051,,10,235.9,23.6,,Rv2384,,,,,,,NE
2676162,,8,324.5,40.6,,Rv2384,,,,,,,NE
2676238,,3,60.6,20.2,,Rv2384,,,,,,,NE
2676289,,8,258.5,32.3,,Rv2384,,,,,,,NE
2676414,,5,50.2,10,,Rv2384,,,,,,,NE
2676633,,11,1087,98.8,,Rv2384,,,,,,,NE
2676674,,8,563.8,70.5,,Rv2384,,,,,,,NE
2676690,,12,610.2,50.8,,Rv2384,,,,,,,NE
2676943,,13,863.7,66.4,,Rv2384,,,,,,,NE
2676967,,4,49.6,12.4,,Rv2384,,,,,,,NE
2677084,,9,767.7,85.3,,Rv2384,,,,,,,NE
2677173,,8,1097.3,137.2,,Rv2384,,,,,,,NE
2677188,,7,182.6,26.1,,Rv2384,,,,,,,NE
2677239,,10,262.3,26.2,,Rv2384,,,,,,,NE
2677402,,9,2764.2,307.1,,Rv2384,,,,,,,NE
2677413,,6,211.4,35.2,,Rv2384,,,,,,,NE
2677463,,4,159.1,39.8,,Rv2384,,,,,,PROM-30,NE
2677485,,3,42.5,14.2,,Rv2384,,,,,5pUTR-Rv2385,PROM-30,NE
2677514,,8,239.5,29.9,,Rv2384,,,,,5pUTR-Rv2385,PROM-30,NE
2677725,TRUE,1,69.2,69.2,,,,,,,5pUTR-Rv2385,,NE
2677791,,7,427.6,61.1,,Rv2385,,,,,,,NE
2677916,,13,2304,177.2,,Rv2385,,,,,,,NE
2677967,,14,3839.7,274.3,,Rv2385,,,,,,,NE
2677970,,14,2388.2,170.6,,Rv2385,,,,,,,NE
2677974,,14,3108.5,222,,Rv2385,,,,,,,NE
2677988,,5,173.2,34.6,,Rv2385,,,,,,,NE
2678052,TRUE,3,93.1,31,,Rv2385,,,,,,,NE
2678058,,8,1080.6,135.1,,Rv2385,,,,,,,NE
2678072,,4,222.4,55.6,,Rv2385,,,,,,,NE
2678090,TRUE,2,27.9,14,,Rv2385,,,,,,,NE
2678139,TRUE,2,31.5,15.8,,Rv2385,,,,,,,NE
